"","gndr","eisced","cntry","agea","nwspol","netustm","horas_internet","noticias_internet","trstplt","trstsci","happy","health"
"13100","Mujer","Secundaria Inferior","España",17,105,330,5.5,1.75,4,9,7,4
"13101","Hombre","Grado Universitario","España",51,0,540,9,0,6,8,6,3
"13102","Hombre","Bachiller","España",58,120,120,2,2,4,6,6,3
"13103","Mujer","Master/Doctorado","España",51,220,275,4.58,3.67,4,6,5,4
"13104","Mujer","Formacion Profesional","España",51,150,600,10,2.5,1,8,5,4
"13105","Hombre","Formacion Profesional","España",61,10,NA,NA,0.17,0,6,4,3
"13106","Hombre","Bachiller","España",55,75,NA,NA,1.25,2,7,6,3
"13107","Mujer","Primaria","España",55,30,NA,NA,0.5,0,10,5,4
"13108","Hombre","Master/Doctorado","España",25,60,360,6,1,5,10,6,5
"13109","Hombre","Secundaria Inferior","España",46,90,240,4,1.5,4,6,7,4
"13110","Hombre","Secundaria Superior","España",28,45,180,3,0.75,2,6,9,5
"13111","Hombre","Grado Universitario","España",28,30,630,10.5,0.5,1,7,7,5
"13112","Hombre","Master/Doctorado","España",42,120,600,10,2,0,8,7,3
"13113","Mujer","Primaria","España",74,67,120,2,1.12,5,10,10,3
"13114","Mujer","Secundaria Inferior","España",60,80,NA,NA,1.33,0,4,7,2
"13115","Hombre","Primaria","España",40,120,180,3,2,0,4,10,5
"13116","Hombre","Bachiller","España",63,20,60,1,0.33,0,5,5,3
"13117","Hombre","Secundaria Inferior","España",78,120,240,4,2,5,8,8,2
"13118","Mujer","Primaria","España",68,310,NA,NA,5.17,0,10,7,4
"13119","Hombre","Secundaria Superior","España",38,240,600,10,4,5,9,9,5
"13120","Mujer","Primaria","España",87,240,NA,NA,4,0,10,2,3
"13121","Mujer","Secundaria Inferior","España",56,59,720,12,0.98,10,10,10,3
"13122","Mujer","Primaria","España",79,120,NA,NA,2,2,6,8,2
"13123","Hombre","Primaria","España",90,240,NA,NA,4,0,10,0,5
"13124","Hombre","Secundaria Inferior","España",16,60,180,3,1,5,9,10,5
"13125","Hombre","Secundaria Inferior","España",59,90,NA,NA,1.5,5,10,8,4
"13126","Hombre","Master/Doctorado","España",50,40,120,2,0.67,0,8,4,5
"13127","Hombre","Formacion Profesional","España",50,150,90,1.5,2.5,4,8,8,4
"13128","Mujer","Master/Doctorado","España",54,150,600,10,2.5,3,8,5,3
"13129","Hombre","Formacion Profesional","España",24,90,180,3,1.5,2,9,9,5
"13130","Mujer","Secundaria Superior","España",62,120,240,4,2,5,8,5,3
"13131","Hombre","Primaria","España",52,60,NA,NA,1,2,8,7,3
"13132","Mujer",NA,"España",17,60,225,3.75,1,0,4,7,2
"13133","Mujer","Primaria","España",68,75,30,0.5,1.25,0,10,10,3
"13134","Mujer","Formacion Profesional","España",50,60,480,8,1,0,8,7,4
"13135","Hombre","Master/Doctorado","España",45,60,150,2.5,1,3,8,6,4
"13136","Mujer","Primaria","España",45,90,180,3,1.5,7,8,7,2
"13137","Mujer","Master/Doctorado","España",45,60,120,2,1,1,8,7,4
"13138","Hombre","Secundaria Inferior","España",64,150,NA,NA,2.5,0,10,9,4
"13139","Mujer","Secundaria Inferior","España",52,120,NA,NA,2,0,10,5,3
"13140","Mujer","Grado Universitario","España",50,60,240,4,1,3,7,4,4
"13141","Mujer","Master/Doctorado","España",55,60,120,2,1,3,7,7,2
"13142","Mujer","Formacion Profesional","España",31,120,240,4,2,0,10,10,5
"13143","Mujer","Formacion Profesional","España",51,120,300,5,2,0,10,1,4
"13144","Mujer","Secundaria Superior","España",52,60,540,9,1,0,9,7,4
"13145","Hombre","Primaria","España",73,0,0,0,0,5,10,10,3
"13146","Hombre","Master/Doctorado","España",41,90,495,8.25,1.5,2,10,10,5
"13147","Mujer","Master/Doctorado","España",48,240,210,3.5,4,2,8,8,5
"13148","Mujer","Secundaria Superior","España",43,120,480,8,2,0,10,5,3
"13149","Hombre","Master/Doctorado","España",43,60,720,12,1,4,10,9,4
"13150","Hombre","Bachiller","España",22,90,150,2.5,1.5,3,9,9,5
"13151","Mujer","Master/Doctorado","España",50,30,600,10,0.5,2,9,4,4
"13152","Hombre","Master/Doctorado","España",52,120,360,6,2,3,7,9,4
"13153","Mujer","Master/Doctorado","España",54,60,300,5,1,3,9,3,4
"13154","Hombre","Primaria","España",48,0,0,0,0,1,9,8,3
"13155","Mujer","Master/Doctorado","España",47,90,180,3,1.5,3,10,9,4
"13156","Mujer","Grado Universitario","España",24,30,240,4,0.5,0,7,7,3
"13157","Hombre",NA,"España",73,40,40,0.67,0.67,2,8,7,3
"13158","Hombre","Bachiller","España",72,240,150,2.5,4,3,8,6,3
"13159","Hombre","Secundaria Inferior","España",16,0,180,3,0,5,5,3,3
"13160","Hombre","Grado Universitario","España",37,60,480,8,1,0,9,7,4
"13161","Mujer","Primaria","España",62,30,90,1.5,0.5,6,8,5,5
"13162","Mujer","Secundaria Inferior","España",56,50,NA,NA,0.83,6,9,6,3
"13163","Hombre","Primaria","España",71,240,NA,NA,4,5,10,8,4
"13164","Hombre","Secundaria Superior","España",18,30,600,10,0.5,2,4,8,4
"13165","Hombre","Secundaria Inferior","España",60,360,60,1,6,0,10,5,3
"13166","Hombre","Grado Universitario","España",56,90,525,8.75,1.5,1,10,1,2
"13167","Mujer","Primaria","España",81,150,NA,NA,2.5,0,8,4,2
"13168","Hombre","Primaria","España",16,40,360,6,0.67,3,7,2,3
"13169","Mujer","Bachiller","España",23,60,300,5,1,0,10,7,5
"13170","Mujer","Primaria","España",58,90,120,2,1.5,3,10,7,3
"13171","Mujer","Formacion Profesional","España",54,20,420,7,0.33,2,7,7,4
"13172","Mujer","Secundaria Inferior","España",59,10,40,0.67,0.17,0,4,8,3
"13173","Hombre","Secundaria Superior","España",47,30,90,1.5,0.5,0,8,8,5
"13174","Mujer","Grado Universitario","España",29,30,600,10,0.5,0,10,3,5
"13175","Mujer","Grado Universitario","España",44,120,600,10,2,4,8,5,3
"13176","Hombre","Secundaria Superior","España",40,60,600,10,1,0,3,5,4
"13177","Mujer","Primaria","España",30,0,480,8,0,0,7,2,2
"13178","Mujer","Secundaria Inferior","España",60,90,295,4.92,1.5,8,9,9,4
"13179","Mujer","Grado Universitario","España",41,30,480,8,0.5,0,7,8,4
"13180","Hombre","Secundaria Superior","España",43,120,90,1.5,2,0,7,7,3
"13181","Mujer","Secundaria Superior","España",59,120,60,1,2,0,10,8,4
"13182","Mujer","Secundaria Inferior","España",68,150,NA,NA,2.5,0,10,7,4
"13183","Mujer","Secundaria Superior","España",62,60,360,6,1,0,5,8,5
"13184","Hombre","Primaria","España",79,300,NA,NA,5,5,9,5,3
"13185","Mujer","Primaria","España",66,30,90,1.5,0.5,0,8,8,4
"13186","Hombre","Primaria","España",57,60,240,4,1,0,6,4,5
"13187","Hombre","Bachiller","España",33,45,720,12,0.75,0,10,8,4
"13188","Hombre","Master/Doctorado","España",50,30,120,2,0.5,0,10,8,3
"13189","Hombre","Secundaria Superior","España",66,180,120,2,3,2,8,6,3
"13190","Hombre","Primaria","España",75,60,NA,NA,1,10,10,10,3
"13191","Mujer","Bachiller","España",55,210,260,4.33,3.5,7,10,8,3
"13192","Mujer","Master/Doctorado","España",39,5,60,1,0.08,0,10,2,4
"13193","Hombre","Secundaria Inferior","España",41,60,60,1,1,0,9,8,3
"13194","Mujer","Grado Universitario","España",32,180,480,8,3,6,7,9,4
"13195","Mujer","Master/Doctorado","España",NA,15,NA,NA,0.25,1,3,10,4
"13196","Mujer","Grado Universitario","España",24,240,420,7,4,0,9,8,4
"13197","Hombre","Primaria","España",48,90,120,2,1.5,0,8,8,3
"13198","Mujer","Secundaria Inferior","España",48,75,60,1,1.25,2,9,8,4
"13199","Mujer","Primaria","España",64,0,NA,NA,0,0,10,0,3
"13200","Mujer","Secundaria Inferior","España",45,60,1440,24,1,0,10,10,3
"13201","Mujer","Primaria","España",79,180,120,2,3,2,9,6,3
"13202","Mujer","Master/Doctorado","España",63,150,100,1.67,2.5,4,10,6,4
"13203","Mujer","Master/Doctorado","España",68,120,300,5,2,1,9,7,4
"13204","Mujer","Bachiller","España",18,10,240,4,0.17,1,6,8,4
"13205","Mujer","Bachiller","España",18,30,480,8,0.5,4,9,8,3
"13206","Hombre","Master/Doctorado","España",50,30,60,1,0.5,1,10,2,3
"13207","Mujer","Grado Universitario","España",60,150,NA,NA,2.5,7,10,10,2
"13208","Mujer","Master/Doctorado","España",65,75,120,2,1.25,5,9,8,4
"13209","Hombre","Grado Universitario","España",20,60,300,5,1,1,10,8,5
"13210","Mujer","Master/Doctorado","España",51,180,600,10,3,4,9,7,4
"13211","Mujer","Grado Universitario","España",24,30,360,6,0.5,2,9,8,4
"13212","Mujer","Secundaria Inferior","España",18,0,300,5,0,0,10,8,4
"13213","Mujer","Bachiller","España",46,40,480,8,0.67,2,5,3,3
"13214","Hombre","Secundaria Inferior","España",59,30,90,1.5,0.5,2,8,8,4
"13215","Hombre","Secundaria Inferior","España",17,120,192,3.2,2,0,9,0,5
"13216","Hombre","Primaria","España",70,80,60,1,1.33,3,10,10,3
"13217","Hombre","Secundaria Inferior","España",41,270,1440,24,4.5,0,10,8,4
"13218","Mujer","Grado Universitario","España",25,120,480,8,2,1,10,7,5
"13219","Hombre","Formacion Profesional","España",53,180,300,5,3,1,7,6,3
"13220","Mujer","Primaria","España",47,120,240,4,2,2,10,9,3
"13221","Hombre","Primaria","España",16,20,210,3.5,0.33,3,8,9,4
"13222","Hombre","Secundaria Superior","España",30,60,120,2,1,0,9,0,4
"13223","Mujer","Grado Universitario","España",49,120,540,9,2,5,8,8,4
"13224","Hombre","Grado Universitario","España",46,180,240,4,3,5,10,8,4
"13225","Mujer","Master/Doctorado","España",52,480,720,12,8,8,5,9,3
"13226","Mujer","Grado Universitario","España",27,240,240,4,4,4,10,8,5
"13227","Hombre","Grado Universitario","España",44,120,600,10,2,2,10,7,4
"13228","Hombre","Bachiller","España",64,60,120,2,1,3,3,8,NA
"13229","Mujer","Master/Doctorado","España",43,15,360,6,0.25,3,5,9,5
"13230","Hombre","Primaria","España",33,150,NA,NA,2.5,9,5,10,3
"13231","Hombre","Secundaria Inferior","España",27,90,300,5,1.5,1,6,4,4
"13232","Mujer","Master/Doctorado","España",46,60,120,2,1,0,10,9,5
"13233","Hombre","Master/Doctorado","España",36,12,720,12,0.2,0,10,10,4
"13234","Mujer","Primaria","España",47,180,240,4,3,3,4,4,3
"13235","Mujer","Master/Doctorado","España",68,15,90,1.5,0.25,3,8,6,4
"13236","Hombre","Formacion Profesional","España",52,120,480,8,2,3,9,8,4
"13237","Hombre",NA,"España",37,180,NA,NA,3,1,9,7,4
"13238","Mujer","Secundaria Superior","España",75,15,NA,NA,0.25,0,8,8,5
"13239","Hombre","Primaria","España",55,150,NA,NA,2.5,2,9,8,4
"13240","Mujer","Primaria","España",50,20,60,1,0.33,2,7,7,3
"13241","Mujer","Master/Doctorado","España",66,300,600,10,5,2,7,7,3
"13242","Mujer","Bachiller","España",18,90,240,4,1.5,3,8,7,4
"13243","Hombre","Secundaria Superior","España",62,90,NA,NA,1.5,3,10,7,3
"13244","Hombre","Primaria","España",28,480,960,16,8,0,3,5,3
"13245","Hombre","Primaria","España",20,60,NA,NA,1,3,5,NA,5
"13246","Mujer","Secundaria Inferior","España",53,60,NA,NA,1,0,10,10,4
"13247","Mujer","Secundaria Inferior","España",40,60,180,3,1,3,10,6,2
"13248","Mujer","Secundaria Inferior","España",45,60,60,1,1,0,10,8,4
"13249","Mujer","Master/Doctorado","España",41,20,150,2.5,0.33,0,9,9,5
"13250","Mujer","Grado Universitario","España",30,60,600,10,1,1,10,2,5
"13251","Hombre","Grado Universitario","España",24,60,780,13,1,3,10,3,3
"13252","Mujer","Secundaria Inferior","España",22,30,300,5,0.5,3,7,2,3
"13253","Mujer","Master/Doctorado","España",43,60,90,1.5,1,NA,8,8,4
"13254","Hombre","Secundaria Superior","España",62,30,120,2,0.5,0,8,7,3
"13255","Hombre","Grado Universitario","España",73,30,NA,NA,0.5,3,6,7,3
"13256","Hombre","Master/Doctorado","España",28,90,300,5,1.5,6,9,7,4
"13257","Mujer","Secundaria Inferior","España",24,20,180,3,0.33,0,9,8,4
"13258","Hombre","Primaria","España",45,5,30,0.5,0.08,0,10,10,5
"13259","Hombre","Formacion Profesional","España",50,60,180,3,1,2,10,9,5
"13260","Mujer","Primaria","España",75,0,30,0.5,0,0,3,9,5
"13261","Hombre","Secundaria Superior","España",25,160,285,4.75,2.67,4,8,7,3
"13262","Mujer","Grado Universitario","España",66,180,240,4,3,1,9,8,4
"13263","Hombre","Formacion Profesional","España",32,60,600,10,1,0,10,8,5
"13264","Hombre","Secundaria Inferior","España",52,60,540,9,1,8,10,8,4
"13265","Hombre","Primaria","España",34,49,NA,NA,0.82,3,NA,6,3
"13266","Mujer","Grado Universitario","España",67,120,120,2,2,3,10,9,3
"13267","Mujer","Secundaria Superior","España",54,30,120,2,0.5,3,5,10,5
"13268","Hombre","Secundaria Inferior","España",20,0,959,15.98,0,3,7,3,4
"13269","Mujer","Secundaria Inferior","España",55,150,NA,NA,2.5,5,10,9,4
"13270","Mujer","Master/Doctorado","España",51,30,90,1.5,0.5,2,10,9,4
"13271","Hombre","Grado Universitario","España",28,10,600,10,0.17,0,6,7,4
"13272","Hombre","Formacion Profesional","España",60,150,480,8,2.5,2,10,8,4
"13273","Hombre","Bachiller","España",48,45,240,4,0.75,0,10,8,4
"13274","Mujer","Primaria","España",88,60,NA,NA,1,0,10,10,2
"13275","Hombre","Formacion Profesional","España",66,180,60,1,3,0,10,8,4
"13276","Mujer","Grado Universitario","España",65,10,120,2,0.17,1,6,9,4
"13277","Mujer","Grado Universitario","España",61,120,60,1,2,4,9,5,5
"13278","Hombre","Primaria","España",66,150,NA,NA,2.5,5,9,8,2
"13279","Hombre","Grado Universitario","España",29,90,480,8,1.5,1,9,7,5
"13280","Hombre","Formacion Profesional","España",47,120,180,3,2,0,8,7,4
"13281","Mujer","Formacion Profesional","España",46,120,240,4,2,0,10,8,5
"13282","Hombre","Primaria","España",80,150,NA,NA,2.5,6,8,8,4
"13283","Mujer","Grado Universitario","España",43,60,60,1,1,5,5,5,4
"13284","Hombre","Secundaria Inferior","España",53,60,180,3,1,2,10,7,3
"13285","Hombre","Master/Doctorado","España",30,5,600,10,0.08,4,10,6,3
"13286","Hombre","Master/Doctorado","España",36,90,120,2,1.5,0,10,8,5
"13287","Hombre","Secundaria Inferior","España",34,0,119,1.98,0,5,10,9,5
"13288","Hombre","Primaria","España",81,20,NA,NA,0.33,3,8,8,3
"13289","Mujer","Master/Doctorado","España",37,60,180,3,1,0,10,8,4
"13290","Hombre","Secundaria Inferior","España",57,120,180,3,2,0,10,5,4
"13291","Mujer","Grado Universitario","España",22,0,360,6,0,0,10,0,1
"13292","Hombre","Grado Universitario","España",26,0,120,2,0,0,8,5,4
"13293","Hombre","Primaria","España",83,360,NA,NA,6,0,9,8,4
"13294","Hombre","Master/Doctorado","España",55,120,600,10,2,6,7,9,4
"13295","Mujer","Grado Universitario","España",78,240,180,3,4,0,6,8,4
"13296","Mujer","Grado Universitario","España",44,10,510,8.5,0.17,0,8,7,4
"13297","Mujer","Master/Doctorado","España",56,15,480,8,0.25,5,8,8,4
"13298","Mujer","Master/Doctorado","España",36,150,510,8.5,2.5,1,7,7,2
"13299","Hombre","Secundaria Inferior","España",17,30,210,3.5,0.5,5,6,7,4
"13300","Mujer","Primaria","España",85,180,180,3,3,2,8,7,3
"13301","Mujer","Master/Doctorado","España",38,240,240,4,4,1,10,9,5
"13302","Hombre","Formacion Profesional","España",70,120,NA,NA,2,2,10,0,3
"13303","Hombre","Master/Doctorado","España",59,75,190,3.17,1.25,2,4,7,4
"13304","Mujer","Primaria","España",90,190,NA,NA,3.17,3,9,8,5
"13305","Mujer","Secundaria Inferior","España",16,60,210,3.5,1,7,9,10,4
"13306","Hombre","Grado Universitario","España",68,90,480,8,1.5,0,8,8,2
"13307","Hombre","Grado Universitario","España",69,180,60,1,3,1,7,7,4
"13308","Mujer","Grado Universitario","España",33,180,840,14,3,4,9,3,4
"13309","Hombre","Bachiller","España",22,20,6,0.1,0.33,1,10,8,5
"13310","Hombre","Primaria","España",68,0,NA,NA,0,0,8,6,3
"13311","Hombre","Secundaria Inferior","España",53,90,60,1,1.5,4,10,8,4
"13312","Hombre","Master/Doctorado","España",39,60,420,7,1,5,10,10,4
"13313","Mujer","Secundaria Inferior","España",56,110,150,2.5,1.83,3,10,7,4
"13314","Hombre","Secundaria Inferior","España",62,110,150,2.5,1.83,5,9,7,3
"13315","Hombre","Secundaria Superior","España",75,90,210,3.5,1.5,2,10,7,3
"13316","Hombre","Grado Universitario","España",48,60,120,2,1,3,9,8,3
"13317","Hombre","Grado Universitario","España",73,120,60,1,2,NA,NA,8,3
"13318","Hombre","Primaria","España",38,60,NA,NA,1,0,6,10,4
"13319","Hombre","Secundaria Inferior","España",18,150,150,2.5,2.5,0,7,7,3
"13320","Hombre","Grado Universitario","España",72,120,NA,NA,2,3,10,10,3
"13321","Mujer","Primaria","España",36,60,120,2,1,5,7,7,4
"13322","Hombre","Grado Universitario","España",77,150,NA,NA,2.5,1,8,8,3
"13323","Mujer","Secundaria Inferior","España",59,60,300,5,1,0,8,8,3
"13324","Hombre","Grado Universitario","España",64,150,60,1,2.5,3,8,6,3
"13325","Mujer","Grado Universitario","España",24,40,240,4,0.67,0,10,6,3
"13326","Hombre","Secundaria Inferior","España",44,240,600,10,4,0,8,6,3
"13327","Mujer","Secundaria Superior","España",20,10,1050,17.5,0.17,1,9,1,2
"13328","Hombre","Secundaria Superior","España",19,240,420,7,4,0,8,4,5
"13329","Hombre","Master/Doctorado","España",36,0,600,10,0,3,9,9,2
"13330","Mujer","Secundaria Superior","España",21,90,180,3,1.5,0,10,7,5
"13331","Mujer","Grado Universitario","España",58,0,630,10.5,0,0,8,8,2
"13332","Hombre","Primaria","España",56,0,300,5,0,0,6,4,2
"13333","Mujer","Grado Universitario","España",27,100,170,2.83,1.67,1,9,8,4
"13334","Mujer","Master/Doctorado","España",41,330,540,9,5.5,1,7,8,3
"13335","Hombre","Primaria","España",67,150,330,5.5,2.5,0,10,10,3
"13336","Mujer","Bachiller","España",49,90,300,5,1.5,2,8,7,5
"13337","Mujer","Grado Universitario","España",43,60,300,5,1,2,10,10,4
"13338","Mujer","Secundaria Inferior","España",57,90,90,1.5,1.5,3,6,9,4
"13339","Hombre","Primaria","España",76,150,NA,NA,2.5,1,8,5,3
"13340","Mujer","Master/Doctorado","España",40,180,180,3,3,6,8,7,4
"13341","Hombre","Secundaria Superior","España",40,120,120,2,2,3,8,7,4
"13342","Hombre","Primaria","España",66,75,NA,NA,1.25,5,7,7,4
"13343","Hombre","Secundaria Inferior","España",58,60,60,1,1,0,9,8,4
"13344","Mujer","Master/Doctorado","España",26,40,600,10,0.67,0,6,9,5
"13345","Hombre","Secundaria Inferior","España",46,0,720,12,0,0,8,10,3
"13346","Hombre","Secundaria Superior","España",49,120,600,10,2,5,10,8,4
"13347","Hombre","Secundaria Superior","España",51,270,180,3,4.5,0,9,5,3
"13348","Hombre","Master/Doctorado","España",49,180,600,10,3,3,8,8,3
"13349","Mujer","Grado Universitario","España",26,3,720,12,0.05,2,9,10,5
"13350","Mujer","Secundaria Inferior","España",38,60,120,2,1,2,8,7,3
"13351","Hombre","Master/Doctorado","España",45,120,120,2,2,5,5,5,3
"13352","Mujer","Formacion Profesional","España",71,150,NA,NA,2.5,0,10,7,3
"13353","Mujer","Primaria","España",77,180,NA,NA,3,1,9,5,2
"13354","Mujer","Grado Universitario","España",54,120,360,6,2,6,8,6,4
"13355","Mujer","Grado Universitario","España",29,150,480,8,2.5,0,8,4,4
"13356","Hombre","Secundaria Inferior","España",56,120,180,3,2,3,10,5,1
"13357","Mujer","Primaria","España",58,10,120,2,0.17,0,5,6,3
"13358","Hombre","Secundaria Superior","España",35,120,120,2,2,1,8,7,3
"13359","Hombre","Master/Doctorado","España",49,30,600,10,0.5,2,8,7,4
"13360","Hombre","Secundaria Superior","España",65,240,180,3,4,6,10,9,4
"13361","Mujer","Secundaria Inferior","España",47,179,359,5.98,2.98,0,10,10,4
"13362","Hombre",NA,"España",54,30,180,3,0.5,0,10,8,4
"13363","Mujer","Primaria","España",47,90,140,2.33,1.5,6,9,NA,5
"13364","Hombre","Master/Doctorado","España",65,60,120,2,1,3,8,9,2
"13365","Mujer","Secundaria Inferior","España",55,120,300,5,2,0,10,10,3
"13366","Hombre","Secundaria Inferior","España",34,60,240,4,1,5,10,8,3
"13367","Mujer","Secundaria Superior","España",41,30,240,4,0.5,NA,NA,8,3
"13368","Mujer","Formacion Profesional","España",48,120,90,1.5,2,2,5,7,3
"13369","Mujer","Secundaria Superior","España",33,60,120,2,1,NA,NA,9,5
"13370","Hombre","Grado Universitario","España",25,30,600,10,0.5,0,8,1,2
"13371","Hombre","Master/Doctorado","España",36,60,540,9,1,2,7,8,4
"13372","Mujer","Grado Universitario","España",49,30,570,9.5,0.5,1,10,7,4
"13373","Hombre","Master/Doctorado","España",47,30,720,12,0.5,0,8,8,4
"13374","Mujer","Master/Doctorado","España",69,90,40,0.67,1.5,4,10,9,2
"13375","Mujer","Grado Universitario","España",56,90,NA,NA,1.5,4,10,7,4
"13376","Mujer","Grado Universitario","España",58,60,120,2,1,1,8,8,4
"13377","Hombre","Secundaria Inferior","España",48,60,180,3,1,0,10,10,3
"13378","Hombre","Master/Doctorado","España",47,90,480,8,1.5,6,8,8,5
"13379","Mujer","Primaria","España",46,360,600,10,6,5,10,8,4
"13380","Mujer","Secundaria Inferior","España",63,110,40,0.67,1.83,3,9,7,4
"13381","Hombre","Secundaria Superior","España",25,30,240,4,0.5,0,3,4,4
"13382","Hombre","Secundaria Inferior","España",18,5,990,16.5,0.08,0,7,10,4
"13383","Hombre","Formacion Profesional","España",59,120,240,4,2,1,6,7,4
"13384","Mujer","Secundaria Superior","España",50,320,230,3.83,5.33,2,10,7,5
"13385","Mujer","Formacion Profesional","España",53,0,NA,NA,0,5,10,6,2
"13386","Mujer","Primaria","España",69,90,180,3,1.5,6,8,8,3
"13387","Mujer","Primaria","España",58,240,240,4,4,5,10,5,3
"13388","Hombre","Primaria","España",69,275,NA,NA,4.58,0,3,5,3
"13389","Hombre","Master/Doctorado","España",73,20,60,1,0.33,0,5,9,5
"13390","Hombre","Secundaria Inferior","España",52,60,120,2,1,3,6,5,4
"13391","Hombre","Grado Universitario","España",42,120,480,8,2,0,8,8,3
"13392","Mujer","Formacion Profesional","España",23,60,600,10,1,0,10,6,3
"13393","Mujer","Bachiller","España",43,60,240,4,1,2,8,8,4
"13394","Mujer","Formacion Profesional","España",49,10,600,10,0.17,0,10,10,4
"13395","Mujer","Master/Doctorado","España",75,120,90,1.5,2,6,9,8,4
"13396","Mujer","Grado Universitario","España",35,5,240,4,0.08,1,9,7,5
"13397","Mujer","Secundaria Inferior","España",51,0,330,5.5,0,0,10,10,3
"13398","Mujer","Master/Doctorado","España",26,60,1200,20,1,0,9,9,4
"13399","Hombre","Secundaria Superior","España",78,240,NA,NA,4,0,9,10,1
"13400","Hombre","Master/Doctorado","España",52,60,120,2,1,5,8,7,3
"13401","Hombre","Master/Doctorado","España",52,60,600,10,1,2,7,7,3
"13402","Mujer","Primaria","España",79,90,NA,NA,1.5,2,10,5,3
"13403","Hombre","Primaria","España",74,0,NA,NA,0,7,10,8,4
"13404","Mujer","Primaria","España",29,60,180,3,1,0,7,10,3
"13405","Mujer","Master/Doctorado","España",39,30,300,5,0.5,0,9,7,4
"13406","Hombre","Formacion Profesional","España",41,30,1080,18,0.5,1,9,8,4
"13407","Hombre",NA,"España",52,30,180,3,0.5,0,7,8,3
"13408","Mujer","Grado Universitario","España",51,180,300,5,3,3,8,4,4
"13409","Mujer","Primaria","España",73,30,30,0.5,0.5,NA,8,9,3
"13410","Hombre",NA,"España",77,60,NA,NA,1,10,10,10,4
"13411","Hombre","Secundaria Inferior","España",46,10,300,5,0.17,1,9,7,4
"13412","Mujer","Bachiller","España",30,1080,600,10,18,0,5,0,2
"13413","Hombre","Secundaria Inferior","España",32,10,120,2,0.17,4,10,8,3
"13414","Mujer","Secundaria Inferior","España",54,120,210,3.5,2,0,10,10,3
"13415","Mujer","Grado Universitario","España",28,60,600,10,1,0,8,8,4
"13416","Hombre","Primaria","España",75,120,NA,NA,2,0,10,8,3
"13417","Hombre","Secundaria Inferior","España",22,25,360,6,0.42,7,4,6,5
"13418","Mujer","Master/Doctorado","España",28,15,630,10.5,0.25,2,10,7,3
"13419","Hombre","Grado Universitario","España",61,120,240,4,2,3,7,6,4
"13420","Hombre","Bachiller","España",53,390,270,4.5,6.5,7,8,5,3
"13421","Mujer","Secundaria Inferior","España",90,300,NA,NA,5,1,6,8,3
"13422","Mujer","Primaria","España",45,300,90,1.5,5,5,9,8,5
"13423","Mujer","Master/Doctorado","España",42,60,240,4,1,5,10,9,4
"13424","Hombre","Grado Universitario","España",32,60,360,6,1,2,9,8,4
"13425","Mujer","Master/Doctorado","España",49,90,120,2,1.5,0,0,8,5
"13426","Hombre","Master/Doctorado","España",67,60,NA,NA,1,2,10,8,2
"13427","Hombre","Formacion Profesional","España",76,150,NA,NA,2.5,10,10,10,3
"13428","Mujer","Primaria","España",53,0,NA,NA,0,0,0,10,3
"13429","Mujer","Formacion Profesional","España",31,30,120,2,0.5,1,9,5,4
"13430","Mujer","Master/Doctorado","España",43,40,240,4,0.67,0,8,8,3
"13431",NA,"Grado Universitario","España",77,200,NA,NA,3.33,10,10,8,2
"13432","Hombre","Master/Doctorado","España",45,20,480,8,0.33,1,8,6,5
"13433","Hombre","Formacion Profesional","España",63,480,600,10,8,0,9,7,4
"13434","Hombre","Master/Doctorado","España",28,119,659,10.98,1.98,2,7,10,5
"13435","Hombre","Grado Universitario","España",49,90,660,11,1.5,0,10,9,5
"13436","Hombre","Secundaria Inferior","España",44,180,120,2,3,5,10,2,5
"13437","Hombre","Formacion Profesional","España",64,20,360,6,0.33,3,7,7,2
"13438","Hombre","Master/Doctorado","España",55,5,600,10,0.08,0,9,9,3
"13439","Hombre","Master/Doctorado","España",29,90,380,6.33,1.5,6,10,8,5
"13440","Hombre","Master/Doctorado","España",58,300,840,14,5,0,10,7,3
"13441","Hombre","Secundaria Inferior","España",53,180,300,5,3,4,8,8,4
"13442","Hombre","Master/Doctorado","España",34,150,510,8.5,2.5,1,9,6,4
"13443","Mujer","Grado Universitario","España",74,180,30,0.5,3,3,6,8,4
"13444","Mujer","Formacion Profesional","España",43,30,180,3,0.5,1,7,4,3
"13445","Mujer","Primaria","España",75,30,NA,NA,0.5,0,6,6,5
"13446","Mujer","Grado Universitario","España",67,60,60,1,1,1,2,8,4
"13447","Hombre","Master/Doctorado","España",44,143,300,5,2.38,5,9,5,4
"13448","Hombre","Bachiller","España",65,240,240,4,4,2,8,8,4
"13449","Hombre","Primaria","España",67,150,NA,NA,2.5,0,7,7,3
"13450","Mujer","Grado Universitario","España",47,60,540,9,1,0,6,7,3
"13451","Hombre","Master/Doctorado","España",40,60,360,6,1,4,9,10,4
"13452","Mujer","Secundaria Inferior","España",56,0,180,3,0,0,10,5,3
"13453","Mujer","Secundaria Superior","España",55,120,480,8,2,5,8,4,2
"13454","Hombre","Secundaria Inferior","España",68,30,120,2,0.5,0,8,7,3
"13455","Hombre","Bachiller","España",22,60,480,8,1,0,8,7,4
"13456","Mujer","Secundaria Inferior","España",64,60,120,2,1,1,9,7,5
"13457","Hombre","Grado Universitario","España",60,90,45,0.75,1.5,3,8,8,3
"13458","Mujer","Master/Doctorado","España",61,150,150,2.5,2.5,4,10,7,4
